date,avg_daily_gas_used,distinct_block_number,distinct_miner,avg_block_size,avg_transacion_count,btc_price,btc_volume,eth_price,eth_volume,10_year_real_interest_rate,1_year_real_interest_rate,daily_gas_used_var
2024-01-06,15136215.46,7058,407,272026.9938,140.9672712,43989.195313,16092503468,2241.624756,5970741680,1.68087145,2.50688884,32984845584619.600
2024-01-07,15162247.19,7083,431,264242.0973,148.2184103,43943.097656,19330573863,2222.865967,6490053615,1.68087145,2.50688884,36702297748497.80
2024-01-08,15111899.28,7089,395,207398.9306,151.436733,46970.503906,42746192015,2333.032715,13830287095,1.68087145,2.50688884,30329054231705.30
2024-01-09,15116572.39,7127,357,164297.0678,151.372527,46139.730469,39821290992,2344.827148,14891130716,1.68087145,2.50688884,29392613015055.90
2024-01-10,15131640.65,7140,375,151466.8112,174.6647059,46627.777344,50114613298,2582.103516,29042100476,1.68087145,2.50688884,26993761811341.50
2024-01-11,15084775.73,7126,308,159987.6006,169.69492,46368.585938,45833734549,2619.619141,22575246883,1.68087145,2.50688884,25269227786000.60
2024-01-12,15105663.72,7150,290,164505.386,169.2132867,42853.167969,43332698900,2524.460205,23623839263,1.68087145,2.50688884,26244361630598.30
2024-01-13,15099361.19,7153,288,164479.6936,169.467636,42842.382813,20601860469,2576.5979,12250316867,1.68087145,2.50688884,25190404281912.000
2024-01-14,15106767.44,7158,411,157390.2502,273.9793238,41796.269531,17521429522,2472.241211,9405587417,1.68087145,2.50688884,24799488986778.200
2024-01-15,15108762.91,7159,322,164763.5995,161.2141361,42511.96875,22320220558,2511.36377,9700630000,1.68087145,2.50688884,26313582916890.800
2024-01-16,15096421.11,7166,355,149582.3835,177.1948088,43154.945313,24062872740,2587.691162,11063317095,1.68087145,2.50688884,22532518803015.800
2024-01-17,15115352.58,7143,429,147667.0218,165.3407532,42742.652344,20851232595,2528.369385,10441017520,1.68087145,2.50688884,27955113659873.200
2024-01-18,15094271.42,7153,303,141325.2774,168.3777436,41262.058594,25218357242,2467.018799,11900028080,1.68087145,2.50688884,24111034999775.200
2024-01-19,15088376.83,7163,279,148409.5859,163.8885942,41618.40625,25752407154,2489.498535,11405278376,1.68087145,2.50688884,23600846511580.000
2024-01-20,15107384.46,7166,304,167383.0696,148.2556517,41665.585938,11586690904,2469.589111,5297826161,1.68087145,2.50688884,28082232424187.800
2024-01-21,15115363.0,7072,313,168369.6365,158.2661199,41545.785156,9344043642,2453.913086,4578471955,1.68087145,2.50688884,28987172364975.80
2024-01-22,15113802.35,7084,277,162926.6112,151.9559571,39507.367188,31338708143,2310.826416,13923771728,1.68087145,2.50688884,28317874689438.00
2024-01-23,15113070.29,7117,279,159495.5289,152.227905,39845.550781,29244553045,2240.686035,16182147521,1.68087145,2.50688884,28292275608634.700
2024-01-24,15108633.79,7141,256,171308.8892,151.2573869,40077.074219,22359526178,2233.561768,10134722960,1.68087145,2.50688884,25978883423419.100
2024-01-25,15115880.87,7138,295,154859.2534,164.4243486,39933.808594,18491782013,2217.710205,9302247037,1.68087145,2.50688884,26313089510310.90
2024-01-26,15096859.98,7141,287,159254.9025,164.1721047,41816.871094,25598119893,2267.199707,9975117607,1.68087145,2.50688884,25871799040710.400
2024-01-27,15103124.1,7126,274,158321.7591,161.063149,42120.054688,11422941934,2267.885986,5144367230,1.68087145,2.50688884,26471101424905.40
2024-01-28,15114666.56,7138,275,168391.1271,158.0428692,42035.59375,16858971687,2257.20874,7296214994,1.68087145,2.50688884,28271337132347.800
2024-01-29,15131166.17,7137,277,167905.1282,156.3275886,43288.246094,20668476578,2317.064209,8948195551,1.68087145,2.50688884,28168091726405.70
2024-01-30,15094465.47,7151,282,163606.1772,166.4820305,42952.609375,23842814518,2344.493652,10173440062,1.68087145,2.50688884,23736654338720.70
2024-01-31,15112557.37,7129,302,163250.4557,159.5765184,42582.605469,24673628793,2282.544434,10807883277,1.68087145,2.50688884,27460684515100.500
2024-02-01,15127692.45,7127,295,144260.1103,158.1784762,43075.773438,21423953779,2303.824707,8895583113,1.6168231,2.39577672,31831839229516.000
2024-02-02,15143809.81,7123,271,149793.6914,155.5765829,43185.859375,18603843039,2308.038086,7186143091,1.6168231,2.39577672,37135539659034.50
2024-02-03,15158401.46,7117,304,153626.9864,148.1809751,42992.25,11169245236,2296.03833,4647754021,1.6168231,2.39577672,38257160871179.90
2024-02-04,15161001.89,7111,321,153334.1249,147.609197,42583.582031,14802225490,2289.546143,5438100035,1.6168231,2.39577672,40434423758316.90
2024-02-05,15149806.52,7123,313,161689.073,157.2703917,42658.667969,18715487317,2298.888916,7277068110,1.6168231,2.39577672,36041048361173.900
2024-02-06,15137378.01,7125,345,139481.7613,151.6976842,43084.671875,16798476726,2372.201904,9520885493,1.6168231,2.39577672,32374687521179.300
2024-02-07,15147509.04,7132,392,147374.9429,160.2661245,44318.222656,21126587775,2423.745117,9660628536,1.6168231,2.39577672,33889519966118.70
2024-02-08,15139919.75,7120,455,124363.7058,147.7764045,45301.566406,26154524080,2419.906494,9941841732,1.6168231,2.39577672,29763242791909.60
2024-02-09,15102910.48,7134,477,115653.2072,150.724979,47147.199219,39316770844,2487.515625,13634203177,1.6168231,2.39577672,30382846288142.400
2024-02-10,15153167.45,7122,353,130605.8037,141.9460826,47771.277344,16398681570,2501.228271,6474444159,1.6168231,2.39577672,39829060772078.20
2024-02-11,15164780.13,7120,336,142849.3447,144.2801966,48293.917969,19315867136,2507.570557,7347245813,1.6168231,2.39577672,40795823271477.40
2024-02-12,15183798.15,7135,388,145335.2122,137.9515067,49958.222656,34511985805,2658.115967,13022696866,1.6168231,2.39577672,42055186445250.400
2024-02-13,15156400.41,7128,323,173690.0965,154.6734007,49742.441406,35593051468,2642.185303,18271237044,1.6168231,2.39577672,41786901179181.50
2024-02-14,15165552.07,7119,280,170734.2052,158.7843798,51826.695313,39105608050,2777.902344,21448973822,1.6168231,2.39577672,40391049097450.40
2024-02-15,15134620.68,7130,354,152077.8251,161.8368864,51938.554688,38564360533,2824.378906,23734481937,1.6168231,2.39577672,33208945515266.000
2024-02-16,15129964.27,7130,319,155411.5332,165.3586255,52160.203125,28180567298,2803.691406,17057114638,1.6168231,2.39577672,31890948873575.00
2024-02-17,15156610.76,7113,298,168731.6648,151.6253339,51662.996094,20009091006,2786.672607,17932379943,1.6168231,2.39577672,40323754066993.00
2024-02-18,15165260.31,7096,299,172153.8217,154.0405862,52122.546875,17595377311,2878.998047,23355830478,1.6168231,2.39577672,37902336445227.400
2024-02-19,15135205.56,7109,369,158452.0883,161.3021522,51779.144531,21362184346,2943.574707,15163110589,1.6168231,2.39577672,33915976886073.600
2024-02-20,15144811.44,7138,317,178401.64,161.0753713,52284.875,33353758256,3013.503662,20341598470,1.6168231,2.39577672,34403735993275.800
2024-02-21,15132305.65,7117,376,202663.5422,154.6100885,51839.179688,28624907020,2970.355469,18897136867,1.6168231,2.39577672,32490456636873.10
2024-02-22,15163598.62,7125,394,166916.6613,151.9750175,51304.972656,25413900611,2971.007324,18058908246,1.6168231,2.39577672,34732620385267.800
2024-02-23,15133686.27,7140,323,179666.4251,162.4633053,50731.949219,21427078270,2921.658203,12822717059,1.6168231,2.39577672,39813113799743.9
2024-02-24,15165675.97,7161,272,189942.2528,153.7968161,51571.101563,15174077879,2992.385986,10701688842,1.6168231,2.39577672,41190780322273.90
2024-02-25,15172878.21,7146,301,192390.073,154.2404142,51733.238281,15413239245,3112.697266,14620450464,1.6168231,2.39577672,41595908083271.60
2024-02-26,15153938.83,7140,348,183794.0556,166.3109244,54522.402344,34074411896,3178.993652,17504464351,1.6168231,2.39577672,35411443649089.20
2024-02-27,15157822.82,7150,374,173489.4891,170.5827972,57085.371094,49756832031,3244.519287,21090315368,1.6168231,2.39577672,38638779605526.3
2024-02-28,15147753.01,7145,399,180017.7345,171.7284815,62504.789063,83239156760,3385.703857,32885894265,1.6168231,2.39577672,36332658220482.700
2024-02-29,15152575.64,7142,491,179053.3799,173.124895,61198.382813,65496611844,3341.919678,28469171094,1.6168231,2.39577672,36245782508913.70
